iter	Passed	Remaining
773	355	103
774	355	103
775	356	102
776	356	102
777	356	101
778	357	101
779	357	100
780	358	100
781	358	99
782	358	99
783	359	98
784	359	98
785	360	98
786	360	97
787	360	97
788	361	96
789	361	96
790	362	95
791	362	95
792	362	94
793	363	94
794	363	93
795	363	93
796	364	92
797	364	92
798	365	91
799	365	91
800	365	90
801	366	90
802	366	89
803	366	89
804	367	88
805	367	88
806	368	88
807	368	87
808	368	87
809	369	86
810	369	86
811	370	85
812	370	85
813	370	84
814	371	84
815	371	83
816	371	83
817	372	82
818	372	82
819	372	81
820	373	81
821	373	80
822	373	80
823	374	79
824	374	79
825	375	79
826	375	78
827	375	78
828	376	77
829	376	77
830	376	76
831	377	76
832	377	75
833	378	75
834	378	74
835	378	74
836	379	73
837	379	73
838	379	72
839	380	72
840	380	71
841	381	71
842	381	71
843	381	70
844	382	70
845	382	69
846	382	69
847	383	68
848	383	68
849	384	67
850	384	67
851	385	66
852	385	66
853	385	65
854	386	65
855	386	65
856	386	64
857	387	64
858	387	63
859	388	63
860	388	62
861	388	62
862	389	61
863	389	61
864	389	60
865	390	60
866	390	59
867	390	59
868	391	58
869	391	58
870	391	58
871	392	57
872	392	57
873	393	56
874	393	56
875	394	55
876	394	55
877	395	54
878	395	54
879	395	53
880	396	53
881	396	53
882	396	52
883	397	52
884	397	51
885	397	51
886	398	50
887	398	50
888	399	49
889	399	49
890	399	48
891	400	48
892	400	47
893	400	47
894	401	47
895	401	46
896	401	46
897	402	45
898	402	45
899	403	44
900	403	44
901	403	43
902	404	43
903	404	42
904	404	42
905	405	42
906	405	41
907	406	41
908	407	40
909	407	40
910	407	39
911	408	39
912	408	38
913	408	38
914	409	38
915	409	37
916	410	37
917	410	36
918	410	36
919	411	35
920	411	35
921	412	34
922	412	34
923	413	33
924	413	33
925	413	33
926	414	32
927	414	32
928	414	31
929	415	31
930	415	30
931	415	30
932	416	29
933	416	29
934	416	28
935	417	28
936	417	28
937	417	27
938	418	27
939	418	26
940	418	26
941	419	25
942	419	25
943	419	24
944	420	24
945	421	24
946	421	23
947	421	23
948	422	22
949	422	22
950	422	21
951	423	21
952	423	20
953	423	20
954	424	19
955	424	19
956	424	19
957	425	18
958	425	18
959	426	17
960	426	17
961	426	16
962	427	16
963	427	15
964	427	15
965	428	15
966	429	14
967	429	14
968	429	13
969	430	13
970	430	12
971	430	12
972	431	11
973	431	11
974	431	11
975	432	10
976	432	10
977	432	9
978	433	9
979	433	8
980	433	8
981	434	7
982	434	7
983	434	7
984	435	6
985	435	6
986	436	5
987	436	5
988	436	4
989	437	4
990	437	3
991	437	3
992	438	3
993	438	2
994	438	2
995	439	1
996	439	1
997	439	0
998	440	0
999	441	0
